Date,Rainfall,TempMin,TempaMax,humidity,windgust,windspeed,winddir
02-01-2021,0,18.87043,28.99474,72,32,18.4,72.2
03-01-2021,0,19.00414,29.19391,74.1,33.1,18.4,76
04-01-2021,0,19.00715,29.77477,74.5,31.3,14.8,75
05-01-2021,0,20.41911,29.9244,74.8,25.9,18.4,79.9
06-01-2021,0,22.37224,27.94443,71.5,37.1,27.7,74.3
07-01-2021,0,22.19295,29.05636,73.9,18.4,11.2,83.9
08-01-2021,0,22.01292,30.62169,75.9,25.6,13,85.1
09-01-2021,0,21.13859,30.3166,75.8,37.1,22,80.8
10-01-2021,0,20.53165,30.75746,72.9,22,13,86.5
11-01-2021,0,20.08218,30.80911,77,21.2,11.2,77.1
12-01-2021,0,20.08254,31.30867,76.3,26.3,18.4,85.9
13-01-2021,0,20.27772,31.01123,83.2,25.6,11.2,86
14-01-2021,0,20.37351,31.06463,80.1,24.5,9,116.1
15-01-2021,0,20.5779,30.94014,76.9,17.6,9.4,146.3
16-01-2021,0,20.26602,30.93419,76.7,21.2,11.2,155
17-01-2021,0,19.8095,30.6408,78.3,29.2,13,116.7
18-01-2021,0,20.3239,29.95171,76.6,28.8,13,85.2
19-01-2021,0,20.01975,31.10222,74.1,20.2,9.4,95.3
20-01-2021,0,19.71382,32.21508,74.3,17.6,9.4,145.9
21-01-2021,0,19.98285,32.73554,72.3,21.6,11.2,189.3
22-01-2021,0,21.15903,31.86498,78.4,22.7,14.8,99.1
23-01-2021,0,21.11856,31.58362,78.9,23,10.8,141.1
24-01-2021,0,20.4828,32.01681,77.2,20.5,11.2,182.1
25-01-2021,0,20.34007,32.52166,73.1,25.6,11.5,147.3
26-01-2021,0,19.84481,32.12123,70.9,24.5,11.5,154.4
27-01-2021,0,20.31355,31.4459,76,27.4,9.4,161.6
28-01-2021,0,20.90257,31.14773,77.1,26.3,9.4,116.5
29-01-2021,0,21.05586,31.37011,78.7,24.1,9.4,113.3
30-01-2021,0,20.50735,31.75717,75.7,23,9.4,101.5
31-01-2021,0,20.60453,31.31921,76.4,21.6,11.2,108.8
01-02-2021,0,21.04636,30.86556,76.2,28.8,11.2,101
02-02-2021,0,19.78264,30.82587,74.7,31.3,11.2,92.5
03-02-2021,0,18.83932,30.99167,72.8,29.5,11.2,100.9
04-02-2021,0,18.53398,30.83058,64.3,27.7,13,104.7
05-02-2021,0,18.16172,31.2718,66,24.8,11.2,110.1
06-02-2021,0,18.64261,31.56635,65.5,26.6,11.2,116.8
07-02-2021,0,18.87187,31.06216,61.9,33.5,14.8,53.2
08-02-2021,0,18.81524,30.75361,69.9,29.2,13,88.6
09-02-2021,0,18.54123,30.98778,69.4,29.5,11.2,111
10-02-2021,0,18.66647,31.67727,70.1,25.2,12.2,161.2
11-02-2021,0,19.03528,31.47952,75.3,33.5,11.5,134.4
12-02-2021,0,18.97474,31.39041,71.1,29.5,13,111.4
13-02-2021,0,19.29213,31.33954,72.1,28.4,11.2,120.8
14-02-2021,0,18.4544,32.04014,68.6,29.5,13,132.2
15-02-2021,0,19.21764,32.37263,70.7,23.4,11.2,174.3
16-02-2021,0,20.02295,32.42361,71.8,27,11.2,185.6
17-02-2021,0,19.59203,31.75258,67.4,36.4,11.2,144.2
18-02-2021,0,20.18295,30.8567,71.3,35.6,14.8,107.7
19-02-2021,0,20.78749,28.04826,69.3,34.2,18.4,63.4
20-02-2021,0.166871652,20.58775,29.4169,68.2,46.4,27.7,75.2
21-02-2021,0.648103654,20.93009,29.97582,73.1,30.6,17.8,76.3
22-02-2021,0,21.26029,31.45711,67.2,27,14.8,90.1
23-02-2021,0,20.61229,32.72669,71.3,21.2,13,141.4
24-02-2021,0,20.59965,33.39888,73.2,24.1,9.4,192.3
25-02-2021,0,20.50384,35.08959,69.9,20.9,11.2,204.8
26-02-2021,0,21.40672,35.23063,68.2,22,11.2,215.1
27-02-2021,0,21.333,34.95793,71.1,22.7,11.2,199.8
28-02-2021,0,21.72833,35.10822,74.1,30.2,13,207.8
01-03-2021,0,21.49802,34.2608,73.7,24.1,11.2,173.4
02-03-2021,0,21.91506,34.60301,75.4,24.1,11.2,209.5
03-03-2021,0,21.01879,34.95466,68.6,27,11.2,202.3
04-03-2021,0,20.7588,34.61371,70.2,24.5,11.2,199.5
05-03-2021,0,19.61384,34.92742,64.6,22.3,13,214.2
06-03-2021,0,20.1446,34.8401,64.9,21.6,11.2,215
07-03-2021,0,21.06505,34.7509,76.9,22.7,9.4,189.2
08-03-2021,0,21.93136,34.0593,74.3,30.2,11.2,178.6
09-03-2021,0,21.33471,33.75823,74.3,24.5,11.2,180
10-03-2021,0,21.65576,34.53028,69.7,24.8,11.2,195.6
11-03-2021,0,21.6739,34.56631,72.5,25.9,11.2,208.1
12-03-2021,0,21.89566,34.58524,71,30.6,14.8,192.4
13-03-2021,0,19.62987,34.61481,63.3,21.2,11.2,186.3
14-03-2021,0,20.85762,34.83027,66.9,20.9,15.2,184.3
15-03-2021,0,21.55933,34.66919,69.8,20.9,9.4,151.2
16-03-2021,0,21.84758,34.52696,71.9,26.3,14.8,177.6
17-03-2021,0,22.64227,34.69588,69.8,30.6,11.2,179.8
18-03-2021,0,22.56034,34.21865,68.4,32.4,11.2,171.2
19-03-2021,0,22.01033,34.12232,68.2,26.6,13.7,163.4
20-03-2021,0,21.42507,34.63659,65.2,20.2,11.2,215.8
21-03-2021,0,22.18044,34.70568,65.8,22,13,256.4
22-03-2021,0,23.9213,35.26252,67.1,24.1,14.8,184
23-03-2021,0,22.93774,35.49509,63.6,21.6,11.2,186.5
24-03-2021,0,22.8377,35.68635,58.5,20.9,13,162.7
25-03-2021,0,23.54086,35.84746,64.4,23,13,208.1
26-03-2021,0,23.60946,36.03753,65.9,21.6,11.2,193.2
27-03-2021,0,23.72667,36.29303,70.2,22.7,11.2,186
28-03-2021,0,24.33489,36.34578,70.2,30.2,13,193.1
29-03-2021,0,23.93768,36.63828,73.5,26.3,11.9,206.4
30-03-2021,0,24.8051,38.26837,68.6,28.4,14.8,217.3
31-03-2021,0,24.76139,39.42434,60.5,24.8,13,257.5
01-04-2021,0,24.52876,39.19046,59.5,26.3,9.7,228.4
02-04-2021,0,25.45958,39.19882,64.8,24.5,13,224.5
03-04-2021,0,25.39098,37.4602,70.6,32.4,18.4,113.3
04-04-2021,0,25.54453,36.5626,67.2,25.9,13,162.3
05-04-2021,0,26.08536,35.68462,70.9,37.1,18.4,124.5
06-04-2021,0,25.27988,35.55645,67.9,31,13,161.8
07-04-2021,0,24.44711,36.4227,69.3,31,11.2,189.1
08-04-2021,0,25.03843,36.07866,71.1,31.7,13,186.2
09-04-2021,0,24.64143,35.18157,68.6,35.6,11.2,141.8
10-04-2021,0,24.68638,34.87768,66.1,33.8,11.2,136.1
11-04-2021,0,24.62035,35.23625,68,32,13,196.6
12-04-2021,0,25.44019,35.86653,67.1,32,13,152.8
13-04-2021,0,25.01679,35.83147,65.6,28.1,18.4,179.6
14-04-2021,0,23.88254,34.52805,59.5,29.5,14.8,194
15-04-2021,6.515604973,22.97467,34.16881,69.6,22.3,22.3,148.5
16-04-2021,0,24.08396,35.40047,68.8,24.5,14.8,159.8
17-04-2021,0,25.48701,36.32396,66.1,27.4,18.4,172.4
18-04-2021,0,25.95122,36.2429,69.5,30.2,11.2,157.7
19-04-2021,0,25.80492,37.33724,70.8,29.5,18.4,162.1
20-04-2021,0,27.04427,36.74624,71,34.2,13,167.9
21-04-2021,0,25.95538,36.28285,68.6,32.8,14.8,164.3
22-04-2021,0,26.01118,36.08119,67.5,30.2,11.2,171.2
23-04-2021,0,25.76929,35.78633,73.9,55.4,27.7,163.8
24-04-2021,40.7098999,25.03391,36.59842,72.8,55.4,18.4,161.9
25-04-2021,3.056706905,25.68495,37.33598,69.4,28.8,18.4,154.2
26-04-2021,0,25.51079,36.7939,70.2,27.4,12.6,168.8
27-04-2021,0,25.78221,37.53899,64.5,37.1,18.4,169.5
28-04-2021,0,26.05517,37.39281,66.7,24.8,14.8,156.8
29-04-2021,0,25.91421,37.19183,68.2,37.1,18.4,132.8
30-04-2021,0,25.5367,36.681,66,37.1,18.4,141.1
01-05-2021,0,25.57368,35.87477,65.5,34.2,14.1,143.5
02-05-2021,0,25.55315,36.40352,67.6,27.4,12.2,148.2
03-05-2021,0,25.55949,36.581,67.4,37.1,18.4,154.7
04-05-2021,0,25.77697,36.71212,68.3,31,11.2,161.1
05-05-2021,1.111329556,26.49971,37.29992,67.6,35.6,13,158.5
06-05-2021,0,26.64016,36.62219,68.9,34.2,11.2,151.6
07-05-2021,0.370443225,26.4882,37.01293,67.1,30.6,12.6,150.6
08-05-2021,0,26.45686,36.98838,66.5,32,12.6,131.6
09-05-2021,0,26.56393,36.78778,65.2,32.8,12.2,162.5
10-05-2021,0,27.44172,37.31923,65.3,29.5,13.3,160.5
11-05-2021,0,27.83848,38.01762,67.7,55.4,37.1,177
12-05-2021,23.42881203,24.02853,36.98151,72.6,28.4,11.9,191.9
13-05-2021,0,26.31887,37.42105,78.7,46.4,27.7,182.2
14-05-2021,8.719452858,26.91836,36.66928,71.9,33.8,14.8,159.9
15-05-2021,0.108017266,27.15813,35.83107,72.9,48.2,18.4,123.4
16-05-2021,4.990251541,26.60983,34.39728,80.6,45.7,21.3,116.9
17-05-2021,6.7367239,26.52851,36.03372,72.4,33.5,11.2,152.8
18-05-2021,0,26.88202,36.58552,69.9,33.8,11.9,172.6
19-05-2021,0,26.58016,37.21631,70.4,31,13,167.8
20-05-2021,0.246962145,25.96087,37.14964,72.7,26.3,13.7,220.9
21-05-2021,0,26.17196,37.3283,77.6,25.2,14.8,247.9
22-05-2021,58.38204193,25.07766,35.35326,79.8,37.8,15.1,224.9
23-05-2021,0.27188924,25.53199,36.99682,78.3,28.1,12.6,209.1
24-05-2021,0,26.53464,36.28463,67.7,55.4,86,267.2
25-05-2021,0,27.86559,37.75693,49.6,37.1,18.4,288.4
26-05-2021,0,27.10617,40.09576,47.1,55.4,37.3,285
27-05-2021,0,28.01675,38.6928,46.9,83.5,64.8,273.2
28-05-2021,0,27.86369,39.28539,50.9,41.4,18.4,269
29-05-2021,0,27.91499,40.60585,56.6,37.1,18.4,240.4
30-05-2021,0,28.36129,40.04729,57.5,31.3,18.4,251.2
31-05-2021,0,28.65808,39.77169,59.3,37.1,18.4,229.8
01-06-2021,0,27.91462,38.91167,63.2,28.4,14.8,197.7
02-06-2021,0,27.91032,38.62611,71.1,25.2,30.7,120.4
03-06-2021,7.967245579,25.44131,33.50716,80.7,37.1,18.4,15.2
04-06-2021,2.885658979,25.57171,35.57095,72.7,22.7,10,157.3
05-06-2021,10.40064526,25.87325,35.93371,66.7,31,10.1,172.8
06-06-2021,0,25.64834,36.33913,75.3,46.4,27.7,153.7
07-06-2021,10.41766644,26.77904,37.55238,69.2,28.1,14.8,224.7
08-06-2021,0.340239942,27.32679,38.73696,60.8,37.4,18.4,249
09-06-2021,0,27.5071,35.68453,60.1,46.4,27.7,273.8
10-06-2021,0,26.6043,34.88123,65.9,42.8,18.4,273.1
11-06-2021,14.67089844,25.56661,33.623,83.2,46.4,27.7,275
12-06-2021,4.638672829,26.42338,34.98915,72,55.4,37.1,263.9
13-06-2021,9.643893242,25.613,34.52179,76.4,47.9,18.4,263.3
14-06-2021,4.007423401,25.18884,33.02264,75.6,45.7,18.4,262.5
15-06-2021,0,25.96833,34.76429,69,49,28.7,273
16-06-2021,0,26.38419,34.91912,64.6,64.8,46.4,270.8
17-06-2021,0,26.48799,34.55799,62.7,64.8,46.4,261.5
18-06-2021,0.221652493,26.34912,34.40819,66.2,47.9,20.9,253.5
19-06-2021,0.668583095,27.26726,35.49694,61.7,55.4,37.1,258.4
20-06-2021,1.63476932,26.59555,36.8896,58,46.4,27.7,269.2
21-06-2021,0,26.91861,37.84385,55.6,37.4,22.4,288
22-06-2021,0.295536637,27.9756,36.9977,65.5,40.3,14.8,278
23-06-2021,0.313598663,27.40635,34.48981,68.4,34.6,18.4,305.1
24-06-2021,0.324774474,25.13065,33.73028,68.4,41.8,18.4,261.8
25-06-2021,0,25.87739,35.67785,56.3,46.4,27.7,282.8
26-06-2021,5.467427731,26.34424,35.61903,70.8,43.6,21.9,264.8
27-06-2021,1.231196523,25.1009,32.11934,82,33.5,11.2,261
28-06-2021,14.13628197,25.20676,34.21568,74.5,24.5,11.2,187.3
29-06-2021,0,25.9499,35.9144,75.6,30.6,11.5,169
30-06-2021,0,27.00689,37.38435,70.4,28.8,12.2,198.2
01-07-2021,44.16358566,25.95555,34.19904,84.3,37.1,18.4,184.4
02-07-2021,18.52142334,25.35409,32.02304,87.9,31.3,16.6,302
03-07-2021,1.182146549,24.71659,34.67728,75.5,33.1,14.8,260.4
04-07-2021,0,25.86409,36.07581,73.7,28.4,11.2,225
05-07-2021,0,25.7921,35.69154,73.5,27.7,18.4,296.3
06-07-2021,0,25.87982,35.99678,72.9,22,11.2,234.8
07-07-2021,1.270165801,26.72655,36.14899,77.8,25.2,9.4,209.2
08-07-2021,21.92698479,24.27046,31.35038,80.9,30.6,14.8,289.4
09-07-2021,0,25.67682,33.47756,86.1,28.1,11.2,242.8
10-07-2021,46.84197998,25.67737,32.33718,88.1,26.3,11.2,235.2
11-07-2021,0.886609972,25.97876,29.13322,87.2,36.4,11.2,255.3
12-07-2021,6.619296551,25.4962,30.26811,88.2,26.3,12.2,234.1
13-07-2021,4.211396694,24.6792,29.95965,87.7,41.8,12.6,233.4
14-07-2021,22.44626045,24.18925,30.44304,89.8,45.7,13,228.4
15-07-2021,2.578238964,23.72185,31.09906,86.1,40.7,14.4,210.7
16-07-2021,13.20643806,24.21147,31.87789,84.4,28.8,13,180.2
17-07-2021,2.321285248,24.70556,32.79081,81.4,24.5,12.2,169.6
18-07-2021,20.08843613,25.73082,32.25245,87.3,55.4,23.9,216.5
19-07-2021,2.269805908,24.72598,32.96567,80.2,40.7,23.4,261.5
20-07-2021,0,25.63228,32.32022,71.7,55.4,37.1,277.1
21-07-2021,0.591073275,24.04835,28.35201,89.6,46.4,86,267.5
22-07-2021,52.29466248,23.00605,26.44876,94.2,57.2,22.3,250.4
23-07-2021,45.17507553,23.17897,31.47958,76.7,63.4,22,263.2
24-07-2021,4.883322239,24.08678,33.71023,76.2,46.4,28.2,269
25-07-2021,0,25.77866,34.60823,74,46.8,27.7,262.5
26-07-2021,10.25337124,25.58341,34.54016,75.1,46.4,27.7,267.1
27-07-2021,0,26.86644,34.51054,68,46.4,27.7,267.5
28-07-2021,0,25.6042,34.52908,66.5,50,27.7,275.5
29-07-2021,0,26.45139,32.57239,66.1,64.8,37.1,275.7
30-07-2021,0,26.44762,33.52816,67.8,49.3,27.7,274.7
31-07-2021,4.073945045,26.15534,31.8824,68.9,46.4,27.7,265.9
01-08-2021,0,25.76849,33.78535,64.2,46.4,27.7,272.3
02-08-2021,0,25.7102,34.24567,61.5,46.4,27.7,266.8
03-08-2021,0,25.71443,35.00458,63.3,46.8,23.5,280.2
04-08-2021,0,26.46902,35.58665,62.3,64.8,46.4,266.4
05-08-2021,0,26.0988,35.07014,62.9,52.9,27.7,276
06-08-2021,0,26.21533,35.23898,61.1,41.8,18.4,279.8
07-08-2021,0,25.99807,36.24983,68.9,37.1,18.4,257.7
08-08-2021,3.48632288,26.35219,35.54946,76.2,37.1,18.4,185.1
09-08-2021,10.71951866,26.33582,36.1441,76.8,22.7,9.4,179.9
10-08-2021,11.70579243,25.82198,34.48324,80.6,30.6,18.4,242.7
11-08-2021,35.31750107,25.98603,35.71268,78.2,40.3,13,286
12-08-2021,0,26.65957,35.13057,80.8,46.4,18.4,269.8
13-08-2021,22.74700737,25.54286,33.51525,79.8,37.4,18.4,279.5
14-08-2021,4.9944911,25.19349,33.11295,84.7,41,18.4,281.9
15-08-2021,11.88227081,25.79025,32.83559,82.4,37.1,26.4,299.2
16-08-2021,38.64632034,24.63799,29.51391,88.5,31,16.6,273.7
17-08-2021,1.913087964,24.58297,29.95846,85.7,32,13,262.1
18-08-2021,0.558449328,24.71935,31.49577,82.4,35.6,14.8,233
19-08-2021,12.51905537,24.6939,31.98305,82.9,38.5,18.4,244.6
20-08-2021,0,25.32257,30.70403,84.9,23,11.2,237.2
21-08-2021,8.057048798,25.44458,30.94061,92.2,31.3,11.2,196.8
22-08-2021,33.73625946,24.41933,33.36766,81.9,22.3,11.2,184.9
23-08-2021,0,24.83173,34.00797,80.1,22,9.4,182.7
24-08-2021,0,25.52133,34.97881,77.9,20.2,11.2,180.2
25-08-2021,0,26.01309,35.389,77.3,28.1,10.1,214.8
26-08-2021,47.753685,24.37029,33.12944,80.1,29.9,16.6,272.1
27-08-2021,0,25.23108,31.87943,81.4,25.9,11.2,263.5
28-08-2021,0.272178382,24.70874,29.57352,86,26.3,13,252.5
29-08-2021,4.539548874,24.25728,30.72684,85.3,26.3,13,260.3
30-08-2021,4.802358627,24.1683,28.80881,89.6,21.6,11.2,225.7
31-08-2021,5.600412846,24.52439,30.19378,93.4,26.6,9.7,156.5
01-09-2021,0.812725782,24.79165,30.56719,90.2,18.4,11.2,95.9
02-09-2021,9.221483231,24.5792,32.63564,82.5,19.8,11.2,141.8
03-09-2021,29.00414276,24.64687,31.43253,80.9,18.4,14.8,266.8
04-09-2021,1.753137946,24.45947,31.37642,82.7,35.6,13,265.2
05-09-2021,8.678610802,24.52777,31.44722,79.3,30.2,13,259.8
06-09-2021,0.517189086,24.62042,27.86699,92,31.7,18.4,260.2
07-09-2021,15.33433723,24.20267,30.2654,85.7,46.1,16.9,232
08-09-2021,0,24.73192,32.0682,75.2,42.8,14,218.4
09-09-2021,0.664957404,25.09085,33.35247,74.7,42.5,18.4,256.2
10-09-2021,0,25.97193,31.95634,77.8,46.4,18.4,266
11-09-2021,0,25.98124,31.68166,78.5,37.1,18.4,266.9
12-09-2021,0,25.58678,32.37004,74.2,46.4,23.5,274.2
13-09-2021,3.402114391,25.91408,32.84562,75.4,43.2,23.4,264.2
14-09-2021,0,25.38853,33.20812,76.5,43.6,14.8,240.9
15-09-2021,14.29199982,25.65848,33.27422,75.4,30.2,18.4,250.9
16-09-2021,0,25.9846,34.13663,74.6,28.8,18.4,264.6
17-09-2021,0,25.67582,34.37838,70.7,27.4,18.4,254.3
18-09-2021,0,25.74393,33.45654,75.7,25.6,13,191.2
19-09-2021,1.51561439,25.16801,34.3346,78,22,13,238.5
20-09-2021,2.28362608,25.27537,33.20938,79.3,46.4,27.7,259.2
21-09-2021,5.414244652,24.43833,32.49967,80.3,29.5,14.8,275.5
22-09-2021,0,24.60238,31.78204,76,31.7,14.8,272.4
23-09-2021,0.272178382,24.76387,31.01326,83.9,30.6,13,256.3
24-09-2021,0,24.81846,32.73145,81.3,22,9.4,190.9
25-09-2021,0,25.29497,33.18067,81,31.7,11.2,237.2
26-09-2021,0,24.41514,31.88735,77.4,30.2,11.2,272.9
27-09-2021,72.81526947,24.7233,29.19597,93.9,46.4,27.7,261.7
28-09-2021,51.52974701,24.49866,31.00716,84.4,30.6,13,190.5
29-09-2021,5.820790291,24.5569,32.86774,79.9,25.2,14.8,287.8
30-09-2021,0,25.35048,32.88662,87.7,19.1,14.8,109.6
01-10-2021,31.84113312,26.29449,33.94209,86.2,22.7,11.2,82.9
02-10-2021,0.443304986,25.68468,33.74586,81.3,21.2,11.2,113.4
03-10-2021,0,25.97843,33.83518,79.3,20.2,7.6,129.8
04-10-2021,0.425299913,25.59387,34.08134,82.1,37.1,18.4,179.6
05-10-2021,31.21229553,25.35043,33.22461,80.1,26.6,13,62.2
06-10-2021,2.127840996,25.45126,32.3859,86.6,33.8,16.6,71.2
07-10-2021,6.062572002,25.23713,33.33239,83.2,22.3,11.2,88.7
08-10-2021,0.302420437,25.95353,33.93147,81.5,14.4,9.4,185
09-10-2021,0,24.90771,32.64814,79.1,24.1,13,286.3
10-10-2021,0,24.8941,33.01836,76.8,31.3,13,359.9
11-10-2021,0,24.77326,33.41946,74.4,18.7,11.2,52.7
12-10-2021,0,25.01842,33.42577,75.8,15.5,7.6,315.4
13-10-2021,0,25.07246,33.41148,80.9,24.8,9.4,260.4
14-10-2021,1.625451565,25.10601,33.7533,78.3,21.6,11.2,301
15-10-2021,0,24.93053,33.64819,82.5,23,13,277
16-10-2021,17.88476372,24.9323,31.9679,88.8,29.2,9.4,262.9
17-10-2021,0.185585439,25.05729,32.70053,85.7,24.8,9.4,99.3
18-10-2021,0.100525439,25.22956,33.50335,82.2,27.7,13,239.4
19-10-2021,0,25.40935,33.86062,80,23,9.4,260.9
20-10-2021,0,24.9869,33.36712,77.2,20.9,11.2,343.2
21-10-2021,0,25.01602,33.49675,78.6,19.1,13,292.5
22-10-2021,0,24.68406,33.55738,74.5,22,11.2,323.1
23-10-2021,0,24.15105,33.67247,78.2,46.4,27.7,38.1
24-10-2021,0,23.57386,32.2381,80.9,22.3,13,90.5
25-10-2021,0.937503278,23.16541,32.54728,75.1,21.2,13,87.6
26-10-2021,0,23.02997,32.60141,72.8,20.2,11.2,42.8
27-10-2021,0,22.17464,32.76509,72.3,25.9,9.4,25.7
28-10-2021,0,22.69333,31.78685,78.2,26.6,11.2,32.5
29-10-2021,7.166762829,22.9782,30.33194,87.1,37.1,13.9,77.3
30-10-2021,20.35123444,23.94044,31.63065,85.5,25.2,22.3,71.6
31-10-2021,0.110826246,24.11613,32.32383,81.3,26.3,11.2,54.1
01-11-2021,0.388215512,23.34532,29.24622,85.9,24.8,11.2,57.2
02-11-2021,4.773387432,23.27427,29.08611,89.9,28.4,14.8,64.7
03-11-2021,0.654562831,23.74748,29.96242,84.8,26.3,14.8,72.4
04-11-2021,0.174489439,23.80497,29.39796,85.8,37.1,24.4,64.1
05-11-2021,0,23.21923,30.33746,83.4,34.9,18.4,69.9
06-11-2021,0,23.09286,30.64018,80.1,33.5,16.6,72.6
07-11-2021,0,22.36349,29.11747,79.4,29.2,14.8,70.9
08-11-2021,0,20.89381,30.38532,71.5,27.7,14.8,70.6
09-11-2021,0,20.26275,29.84302,73.7,22.7,11.2,55.9
10-11-2021,0,20.41569,30.28051,71.7,28.4,14.8,61.6
11-11-2021,3.237139702,21.36922,28.08278,83.5,40,18.4,45.2
12-11-2021,23.57954788,22.81694,28.91881,91.7,33.1,14.8,54.9
13-11-2021,0.833508432,24.32932,30.04754,87.5,28.4,18.4,74.2
14-11-2021,2.425599337,24.03126,30.43702,83.6,37.1,22.5,78
15-11-2021,4.490179539,24.04877,30.92512,89.3,28.8,18.4,75.1
16-11-2021,5.42935276,24.16782,30.38898,86.1,46.4,18.4,79.5
17-11-2021,0.200453326,24.53294,30.42109,81.1,46.4,18.4,82.1
18-11-2021,0,24.0315,28.43153,78.4,42.8,18.4,65.7
19-11-2021,6.427511692,23.40454,27.40418,89.7,46.4,28.2,66.1
20-11-2021,8.933053017,23.43603,29.52791,86.5,37.1,18.4,92.8
21-11-2021,5.019337654,23.78056,30.07738,86.3,37.1,23.6,76.8
22-11-2021,32.89293289,24.01109,32.43338,82.9,19.4,18.4,96.4
23-11-2021,0,24.21357,32.7676,84.3,37.1,18.4,87.2
24-11-2021,9.67678833,24.45554,32.42447,83.3,28.8,18.4,80.5
25-11-2021,0,23.32469,31.51753,82.8,33.1,14.8,74.7
26-11-2021,0,21.74234,31.64806,77.6,26.6,14.8,48
27-11-2021,0,21.41197,29.69613,77.9,29.2,13,56.3
28-11-2021,0,21.87411,27.90252,81.3,25.9,18.4,57.8
29-11-2021,6.460916519,21.86052,27.86559,79.2,44.6,25.9,70.1
30-11-2021,0,21.79762,30.13963,76.5,26.6,14.8,81.1
01-12-2021,0,21.11936,30.2607,74.7,28.1,18.4,78.7
02-12-2021,0,20.68821,30.93842,72.5,37.1,18.4,78.6
03-12-2021,0,20.89188,30.23177,75.2,21.6,14.8,36.5
04-12-2021,0,19.84571,32.37804,73.4,31.3,14.8,316.9
05-12-2021,0,20.67238,32.59144,69.3,23.4,11.2,313.5
06-12-2021,0,21.17895,32.35572,74,19.4,11.2,338.2
07-12-2021,0,21.9293,32.29561,78,18.7,11.2,70.5
08-12-2021,0,21.59153,31.31371,74.3,40.7,22.3,76.9
09-12-2021,0,22.30775,29.74101,79,40.7,22.3,81
10-12-2021,0,22.1487,30.07237,77.4,37.1,18.4,79.2
11-12-2021,0,21.98645,31.19246,75.3,37.1,21.9,75.1
12-12-2021,0,21.94111,30.8546,76.8,37.1,18.4,79.8
13-12-2021,0,21.61831,29.77215,74.9,37.1,18.4,73.6
14-12-2021,0,21.29259,29.44755,77.2,37.1,18.4,72.5
15-12-2021,0,20.06901,28.81771,73.4,26.6,18.4,68.4
16-12-2021,0,18.47362,29.25735,74.7,24.8,13,50
17-12-2021,0,17.93879,29.25461,67.6,20.5,13,22.2
18-12-2021,0,16.69994,29.2053,65.3,22,14.8,62.2
19-12-2021,0,16.75484,29.2535,66.2,21.2,13,65.3
20-12-2021,0,17.45939,28.7616,66.9,17.6,13,13.8
21-12-2021,0,15.96445,29.02842,64.1,16.9,11.2,311.1
22-12-2021,0,15.4862,29.69256,65.9,15.8,13,57.6
23-12-2021,0,15.92463,30.77748,73,16.2,9.4,130.6
24-12-2021,0,17.09706,30.55009,80.5,22,11.2,123.4
25-12-2021,0,18.17536,30.52783,79.4,20.2,11.2,150.6
26-12-2021,0,19.12754,30.25606,79.6,21.2,9.4,118.7
27-12-2021,0,20.05221,29.38089,81.2,25.2,11.2,97.9
28-12-2021,0,19.32652,29.96932,82.5,28.8,11.2,95.8
29-12-2021,0,19.64909,29.87114,79,28.8,14.8,89.5
30-12-2021,0,19.9571,29.35053,80.1,46.4,22.3,78.5
