Date,Rainfall,TempMin,TempaMax,humidity,windgust,windspeed,winddir
31-12-2021,0.282506704,19.88152,29.39203,71.2,37.1,18.4,73.6
01-01-2022,0,20.07464,29.80036,75.1,32,18.4,83.4
02-01-2022,0,20.12306,29.64017,79.2,25.6,18.4,81.7
03-01-2022,0,19.40662,29.67369,75.5,23,11.2,71
04-01-2022,0,18.85432,29.31295,74.4,22.3,11.2,93.8
05-01-2022,0,18.6186,29.39765,75.1,23.8,14.8,94.3
06-01-2022,0,18.85123,29.60178,76.8,37.1,18.4,88.7
07-01-2022,0,19.2218,29.68038,77.5,37.1,18.4,90.8
08-01-2022,0,20.24482,29.63098,77.4,29.5,14.8,90.4
09-01-2022,0,20.44268,29.52865,78.2,29.9,14.8,96.6
10-01-2022,0,20.56193,29.64618,78.7,28.8,13,103.8
11-01-2022,0,21.01578,30.1549,82.3,27.7,14.8,94.1
12-01-2022,0,21.78806,28.79758,87.7,26.3,14.8,83.6
13-01-2022,21.09113884,21.39384,28.00725,90.5,30.6,14.8,79.4
14-01-2022,29.77363586,20.79609,28.63956,91.1,27.4,14.8,76.3
15-01-2022,1.979969382,21.32211,29.71103,83.2,23,18.4,74.8
16-01-2022,0.360336512,21.18579,28.03619,80.9,37.1,18.4,76.5
17-01-2022,0,20.82643,28.37793,79.2,37.1,23.6,76.2
18-01-2022,0,19.95486,29.46569,75,10.4,11.2,49.1
19-01-2022,0,19.13101,29.8851,74.9,12.6,11.2,112
20-01-2022,0,18.63263,30.79858,74.1,9,9.4,154.8
21-01-2022,0,19.44904,31.64403,75.9,24.8,13,215.1
22-01-2022,0,19.79032,31.76735,77.7,20.9,9.4,170.7
23-01-2022,0,21.23139,31.47999,80.6,22.7,11.2,184.4
24-01-2022,0.56859082,20.34775,30.01096,75.6,11.9,9.4,256.9
25-01-2022,0,18.94291,29.39826,61.6,25.6,9.4,335.7
26-01-2022,0,19.36714,28.40015,76.9,26.3,11.2,76.3
27-01-2022,0.133865967,19.63182,28.89123,69,18.7,14.8,32.3
28-01-2022,0,17.3487,29.14635,62.1,19.8,11.2,42.8
29-01-2022,0,15.65742,29.54099,74.3,14,13,70.1
30-01-2022,0,16.64534,30.9309,69.6,11.9,13,328.6
31-01-2022,0,16.6992,31.32225,74.7,9,9.4,73.3
01-02-2022,0,18.04078,31.53447,78.7,25.2,7.6,153.6
02-02-2022,0,18.60806,31.83692,73.7,31,11.2,139.1
03-02-2022,0,19.67011,31.05087,75.8,23.8,11.2,129.8
04-02-2022,0,20.69765,30.76311,73.9,24.1,14.8,200.3
05-02-2022,0,17.68504,31.22351,67.7,10.1,9.4,302.3
06-02-2022,0,18.40622,30.69551,69.9,37.1,14.8,84.5
07-02-2022,0,19.95763,31.1514,73.5,29.5,13,93.6
08-02-2022,0,20.3129,31.18655,74.2,28.1,12.6,99.4
09-02-2022,0,21.12132,29.86877,74.4,40.7,18.4,105.7
10-02-2022,0,20.02208,30.8014,73,24.1,13,98.5
11-02-2022,0,19.81691,31.19502,69.2,26.6,13,72.3
12-02-2022,0,19.59566,31.1883,70.6,34.2,11.2,44.6
13-02-2022,0,18.9992,31.07434,76.7,35.3,11.2,87.8
14-02-2022,0,19.47887,30.74669,69.5,36,13,86.6
15-02-2022,0,19.94257,30.56469,70,28.8,13,87
16-02-2022,0,20.1948,30.53795,74.6,33.1,11.2,102.8
17-02-2022,0,20.40163,30.5232,71,28.4,9.4,101.5
18-02-2022,0,20.89856,30.85011,75.1,32.8,18.4,86.1
19-02-2022,0,20.66466,31.80433,73.2,29.2,9.4,115.8
20-02-2022,0,20.46286,33.35273,71.6,36.7,9.4,203.2
21-02-2022,0,20.99737,33.58462,72.9,36,7.6,157.9
22-02-2022,0,20.71992,33.51799,74.3,29.9,11.2,125.9
23-02-2022,0,22.20429,32.30896,72.6,31.7,11.2,114
24-02-2022,0,21.15672,32.99641,73.9,28.4,7.6,137.5
25-02-2022,0,20.93773,32.40285,68.3,32.4,19.4,127.7
26-02-2022,0,20.17377,32.24924,69.2,29.9,13,102.1
27-02-2022,0,20.94013,32.32192,65.3,36,13,86
28-02-2022,0,19.92994,33.24702,62,30.6,7.6,91.9
01-03-2022,0,19.42705,33.8081,60,34.6,13,107.7
02-03-2022,0,19.42732,33.63145,65.7,30.2,11.2,88.5
03-03-2022,0,20.43313,33.17748,69.6,43.9,22.3,81.2
04-03-2022,0,20.44715,33.69052,67.2,40.7,23.4,77.1
05-03-2022,0,20.66139,33.75038,60,37.8,18.4,83.2
06-03-2022,0,21.49469,33.03738,66.5,34.9,13,95.7
07-03-2022,0,21.44493,33.52382,59.7,37.1,18.4,109.4
08-03-2022,0,22.0229,34.22844,64.9,28.4,9.4,165
09-03-2022,0,21.80505,34.71107,63.3,28.8,13,150.2
10-03-2022,0,22.27748,35.29236,60.2,31.7,19.8,108.5
11-03-2022,0,22.22888,34.70927,56,31.3,13,102.5
12-03-2022,0,21.95724,34.90431,54.6,29.5,9.4,158
13-03-2022,0,21.8534,35.45566,53.6,31,9.4,156.2
14-03-2022,0,21.56145,35.92857,55.3,30.2,14.8,205.5
15-03-2022,0,20.64932,36.71083,56.9,31.7,9.4,177.8
16-03-2022,0,21.25461,37.19083,58.9,33.8,11.2,208.9
17-03-2022,0,21.86319,37.51249,63.1,33.1,9.4,175.4
18-03-2022,0,22.9184,35.76031,67.7,31.3,13.3,113.3
19-03-2022,0,23.71775,34.8091,65.2,30.2,20.2,167.2
20-03-2022,0,24.68102,35.22264,73.2,28.1,9.4,159
21-03-2022,0,25.80038,36.39968,72.3,37.1,18.4,126.4
22-03-2022,0,25.77518,35.91879,69.4,26.3,11.2,177
23-03-2022,0,25.57721,35.61674,74.9,29.2,15.5,127.3
24-03-2022,0,25.69462,34.9562,74.6,28.4,16.6,171.3
25-03-2022,0,25.19786,34.91798,70.2,33.8,16.9,182.3
26-03-2022,0,24.94474,35.74109,72.9,34.9,18.4,179.8
27-03-2022,0,25.54444,35.97264,72.6,34.9,18.4,183.9
28-03-2022,0,25.40408,36.55685,72.5,33.8,11.2,197.2
29-03-2022,0,25.60251,37.18742,73.4,30.2,14.8,179.3
30-03-2022,0,25.60613,37.39572,73.9,31,18.4,182.7
31-03-2022,0,26.24297,36.76763,72.2,32,14.8,177.7
01-04-2022,0,25.88506,36.00956,76.3,33.5,18.4,172.3
02-04-2022,0,25.68461,35.05488,73.5,30.2,18.4,182
03-04-2022,0,25.24449,35.45088,70.5,34.2,18.4,183.9
04-04-2022,0,24.99501,35.34148,73.9,32.8,17.3,179.4
05-04-2022,0,25.36719,34.85329,71.3,31,14.8,174.8
06-04-2022,0,24.74175,35.68518,66.4,33.1,19.8,186.8
07-04-2022,0,24.64959,36.24916,67.7,29.5,14.8,144.7
08-04-2022,0,24.78033,35.66307,67,28.4,13.3,147.8
09-04-2022,0,25.5101,35.31901,69.7,25.9,14.8,153.3
10-04-2022,0,25.86345,35.68281,71.1,31.3,13,173.5
11-04-2022,0,25.2691,35.49298,67.2,25.6,12.6,171.5
12-04-2022,0,25.50667,36.21703,67.7,28.4,12.2,163.3
13-04-2022,0,25.94693,36.34513,69.2,33.8,15.1,161
14-04-2022,0,26.03316,36.62255,68.7,30.2,15.1,180.2
15-04-2022,0,26.60721,36.29844,70.1,30.2,11.9,179.6
16-04-2022,0,26.57253,36.6451,70.8,28.4,13,168.1
17-04-2022,0,27.20876,36.23724,69.5,49.7,16.6,167
18-04-2022,0,27.09365,37.25972,64.1,28.8,16.6,191.3
19-04-2022,0,26.14496,37.51695,66.9,55.4,37.1,177.4
20-04-2022,0,26.43196,37.94556,65.5,37.1,18.4,176.7
21-04-2022,0,26.69433,36.98028,67.5,33.1,14.8,174
22-04-2022,0,26.15661,36.23026,70.1,33.8,18.4,159.4
23-04-2022,0,25.70836,36.4121,68.9,32,16.6,189.3
24-04-2022,0,26.41024,37.76847,63.6,30.2,18.4,225.7
25-04-2022,0,26.71161,38.65926,64.2,24.8,22.3,190.6
26-04-2022,0,26.60099,38.44532,63.2,33.8,16.2,201.6
27-04-2022,0,26.57447,38.48822,65.3,31,9.4,192.6
28-04-2022,0,27.15096,38.47089,63.8,32.4,15.1,184.3
29-04-2022,0,26.14779,39.15618,65.8,37.4,18.4,190.2
30-04-2022,0,27.42323,40.16032,65.9,32.8,11.9,190.8
01-05-2022,0,27.22067,39.81867,70.7,37.1,18.4,153.8
02-05-2022,0,27.79862,39.1889,67.7,52.2,21.2,143
03-05-2022,0,28.59708,38.41331,69.5,50,18.4,153.4
04-05-2022,0,25.68724,35.46114,68.7,40.7,22.3,161.9
05-05-2022,0,26.13473,37.73961,64.9,41,15.8,194.2
06-05-2022,0,27.47219,38.24215,67.5,64.8,46.4,137.3
07-05-2022,7.922672749,26.38756,38.81005,65.3,45.7,14.8,168.3
08-05-2022,0,27.99304,38.13506,66.9,43.6,24.5,83.8
09-05-2022,2.523871899,27.14485,38.18437,59.4,50.8,24.5,51.7
10-05-2022,0,27.74005,34.88571,61.1,55.4,37.1,48.2
11-05-2022,4.24533844,25.50274,29.83917,84.5,74.2,37.1,36.9
12-05-2022,3.866366863,24.76726,31.67985,78.6,50.4,26.6,85.9
13-05-2022,0,25.21662,35.24594,73,24.1,14.8,88.8
14-05-2022,0,26.45626,37.06412,69.1,28.4,13,116.7
15-05-2022,0,27.03095,37.24431,71.2,28.4,18.4,115.4
16-05-2022,0,26.74147,37.10482,69.6,25.2,14,116.1
17-05-2022,0,27.4052,36.50101,67.1,25.2,15.8,142.3
18-05-2022,0,28.01032,35.88299,67.6,27.4,16.2,145.6
19-05-2022,1.963610411,26.43778,34.79055,71.7,24.8,16.6,146.2
20-05-2022,0.568930388,26.48705,35.28615,69.5,35.6,16.2,173.1
21-05-2022,0,25.78231,36.78934,57.6,44.6,19.4,241.8
22-05-2022,0,27.17246,38.7595,45.9,51.8,33.5,270.2
23-05-2022,0,28.02352,39.67287,44,49,27.7,270.4
24-05-2022,0,28.50285,40.01144,45.6,47.2,18.4,253
25-05-2022,1.74396503,27.22609,37.55123,66.4,42.1,17.3,167.7
26-05-2022,0,28.17694,39.54749,61.8,40,18.4,202.5
27-05-2022,0,27.00553,37.59998,56.1,37.1,23.7,240
28-05-2022,0,27.7097,40.23905,45.1,37.1,23.4,269.6
29-05-2022,0,28.16699,41.02147,43.9,42.1,22.3,257.2
30-05-2022,0,28.80671,40.88327,46.4,37.1,20.9,260.4
31-05-2022,0,28.41416,40.54642,43.8,40.7,22.3,271.7
01-06-2022,0,27.66823,40.21002,44.7,47.2,23.7,302.4
02-06-2022,0,29.58325,41.87048,46.4,48.2,18.4,243.5
03-06-2022,0,28.31492,41.27378,46.1,41.8,24.1,245.5
04-06-2022,0,29.07546,41.49042,52.5,50,24.1,228
05-06-2022,0,29.7574,40.89011,65.5,61.2,37.1,97.4
06-06-2022,0.517189086,26.24211,35.23105,70.3,37.1,18.4,247.3
07-06-2022,0,26.99864,40.46884,56,41.4,19.4,217.1
08-06-2022,0,28.78226,40.09689,42.9,56.5,27.4,269.6
09-06-2022,0,28.57721,39.9095,45.2,46.8,19.8,266
10-06-2022,0,29.349,39.94517,50.5,46.4,27.7,262.6
11-06-2022,0,27.31631,39.45967,48.3,46.4,27.7,244.9
12-06-2022,0,27.8753,38.72887,54.1,37.1,17.6,246.7
13-06-2022,3.20074439,26.83734,38.1368,68.4,23.8,16.6,280.2
14-06-2022,0.487133175,26.61911,39.14935,54.8,37.1,19.8,305.1
15-06-2022,0.164955318,25.91439,35.7416,60,37.1,18.4,273.7
16-06-2022,0,26.44232,35.17546,73,24.5,14.8,155.4
17-06-2022,3.328412771,26.52637,36.0733,69.7,28.4,15.1,141.5
18-06-2022,6.196504116,27.25316,35.48759,70.6,24.1,15.1,164.9
19-06-2022,0.812725782,27.14656,35.03926,76.1,28.4,15.5,167.2
20-06-2022,1.785506487,26.84874,35.91616,68.1,37.1,18.4,225.6
21-06-2022,7.534170628,25.91977,33.69092,74.5,30.6,11.9,224.7
22-06-2022,0,25.25036,33.68744,71.4,23.4,11.2,298.2
23-06-2022,0,25.49844,35.74163,62.2,32,16.6,218.6
24-06-2022,7.540041924,27.11099,34.18061,68.3,30.6,18.4,234.5
25-06-2022,16.50095749,26.21599,34.18917,70.1,29.5,13,237.4
26-06-2022,0.151210219,26.1692,33.43389,69.6,37.1,18.4,274.7
27-06-2022,8.251643181,24.83328,31.88192,87.5,41,13,226.8
28-06-2022,1.107415795,24.54775,31.87839,86,41,14,228.9
29-06-2022,0.469099701,24.98144,34.71115,74.2,31.3,16.6,255.2
30-06-2022,0.510359943,26.02104,35.00081,68.2,22,18.4,243.7
01-07-2022,0.453630656,25.48219,35.48038,66.8,40.7,23.4,276.3
02-07-2022,0.970823348,26.0146,34.07167,62.6,46.4,27.7,291.6
03-07-2022,25.65446091,25.41228,32.66386,77.7,20.9,11.2,332.9
04-07-2022,9.965389252,24.82573,32.03909,81.7,41.8,18.4,283
05-07-2022,0,25.64747,33.47173,79.9,43.6,18.7,238.8
06-07-2022,14.35475636,24.22034,30.31667,80.8,46.1,24.2,267.7
07-07-2022,0,25.39902,31.67856,80.6,46.1,22.3,256.2
08-07-2022,11.32590008,24.56347,27.54696,89.8,46.8,27.7,273.8
09-07-2022,31.81001663,23.5903,28.01515,87.1,53.6,24.8,262.5
10-07-2022,13.94561195,23.47665,28.02324,85.3,74.2,46.4,269
11-07-2022,4.041436195,24.34354,28.05868,81.7,64.4,29.5,267.9
12-07-2022,11.42383194,23.81293,27.1158,90.8,70.2,37.1,267.2
13-07-2022,3.606572628,23.57262,27.95936,78.1,72.4,37.1,263.9
14-07-2022,0.403104752,24.01566,30.69432,78.6,63,33.7,275.7
15-07-2022,0.923551917,25.06819,33.4477,67,46.4,28.8,267.7
16-07-2022,0,25.69782,33.33585,66.7,55.4,37.1,275.8
17-07-2022,0,25.22537,30.59208,77.1,41.4,18.4,277.9
18-07-2022,21.50398254,24.24456,30.79934,86.8,37.8,14.8,238.1
19-07-2022,1.936087251,24.39611,34.5217,71.3,24.5,18.4,267.4
20-07-2022,0.136089191,26.10517,34.89564,74.4,20.5,14.8,263.1
21-07-2022,0.435943335,25.74073,33.94822,74.8,30.6,33.3,312.4
22-07-2022,4.197154522,25.05054,28.66363,90.1,40,26.5,266.7
23-07-2022,43.40892029,23.84242,30.27141,83.6,38.2,18.4,273.3
24-07-2022,3.141548157,24.88775,31.93306,77.2,40.7,22.3,263.9
25-07-2022,0,24.80938,33.09473,77.8,27.7,13,285.6
26-07-2022,0.62475723,24.40108,29.56802,88.8,13,11.2,254.1
27-07-2022,2.488249063,24.68988,33.31618,78.1,21.6,13,90.4
28-07-2022,0,25.35467,34.22878,76.6,23.8,9.4,144.6
29-07-2022,0,25.89674,34.50754,76,23.4,12,215.8
30-07-2022,0,25.52041,34.6769,79.4,18.4,11.2,196.8
31-07-2022,0.997436106,26.08316,35.14619,76.9,19.8,9.4,181.9
01-08-2022,0,26.14906,34.86777,75.7,19.8,13,199.6
02-08-2022,1.512102127,25.61912,34.39149,77,18,16.3,269.4
03-08-2022,32.23832321,24.92197,33.41169,81.5,24.8,11.2,142.5
04-08-2022,0,25.50368,32.7136,81.6,24.8,11.2,110.6
05-08-2022,0.329220593,25.60539,32.25062,85.6,9.4,14.4,207.3
06-08-2022,7.10758543,25.04334,31.82972,83.1,37.1,18.4,265.5
07-08-2022,0.984220982,24.67557,29.84357,88.6,45.7,18,260
08-08-2022,23.42936897,24.14968,29.44152,88.3,56.5,37.1,262.3
09-08-2022,5.843174458,24.59756,30.11643,82.7,50.4,18.4,244.3
10-08-2022,0,25.0115,32.4709,70.8,46.4,27.7,239.5
11-08-2022,0,25.51763,33.12833,67.2,50,23,245.4
12-08-2022,0.661883056,25.80843,33.74098,66.2,45.7,20.5,266
13-08-2022,0,25.84544,32.96173,65.4,50.4,24.6,274.9
14-08-2022,2.387132883,25.06464,28.67993,81.8,46.4,27.7,267.7
15-08-2022,0.221652493,25.01093,30.6697,79.1,36.4,14.8,255.4
16-08-2022,6.707404613,24.957,34.24299,84.5,46.4,18.4,200.6
17-08-2022,10.73194218,25.42529,34.60074,78.3,37.1,18.4,220.9
18-08-2022,21.23153305,25.9074,34.49139,73.5,33.8,20.5,298
19-08-2022,4.826883316,26.17569,32.68095,78.7,38.5,22.7,284.9
20-08-2022,0,26.31962,34.0065,72.6,44.6,18.4,271.1
21-08-2022,0,25.79254,34.09446,70.9,41.4,24.5,269.4
22-08-2022,0,26.40258,34.41899,68.4,41,18.4,271.6
23-08-2022,0,25.82061,33.57323,70.3,37.1,18.4,261.3
24-08-2022,0,24.98785,33.06463,81.4,37.1,13,275.9
25-08-2022,0,25.47932,34.65117,73.8,14.8,13.3,305.5
26-08-2022,7.358502388,24.63584,34.06217,76,15.8,14.8,323.1
27-08-2022,0,25.26666,33.6038,73.2,16.6,18.4,279.6
28-08-2022,0,24.91653,33.11378,84.3,13.7,9.4,235.1
29-08-2022,15.33773232,25.47789,32.63374,81,23,13,79.3
30-08-2022,0.517189086,25.32578,33.37453,81,24.5,13,92.3
31-08-2022,0,26.0558,33.37971,82.8,19.8,11.2,112.1
01-09-2022,0,25.77122,33.50403,78.7,24.5,11.2,100.6
02-09-2022,0,25.57556,32.96054,84,23.4,14.8,84.6
03-09-2022,3.657966137,25.80514,34.46895,75.2,23.4,9.4,157.2
04-09-2022,0,26.02846,33.60845,76.7,22.7,9.4,176.3
05-09-2022,16.49337578,25.66229,34.39219,81.5,10.8,11.2,227.9
06-09-2022,2.784974813,26.38028,34.23846,82.3,13.3,9.4,178.9
07-09-2022,0,25.53867,31.44745,89.2,23.4,9.4,242.4
08-09-2022,3.315649986,24.56526,29.07704,93.3,16.9,11.2,272
09-09-2022,4.401758194,24.94485,30.01374,95.1,18.7,9.4,261.8
10-09-2022,7.291849613,24.70431,30.0351,94.3,31,13.7,271.5
11-09-2022,42.77798843,24.54802,29.66708,85,46.1,22.3,252
12-09-2022,0.147768319,24.53278,31.42234,80,42.8,19.1,223.4
13-09-2022,0,24.80536,32.17648,78.1,31.3,11.2,211.6
14-09-2022,0,25.1943,31.96026,83.9,31.3,11.2,203.5
15-09-2022,0,24.81822,31.74848,82.6,21.6,13,222.3
16-09-2022,0,25.34162,33.6926,74.5,41.4,18.4,271.1
17-09-2022,0,25.61427,33.99729,72.3,38.5,16.6,274
18-09-2022,0,25.3189,33.92689,73.9,37.4,18.4,294.3
19-09-2022,0.221652493,25.92769,30.14846,93.4,40.7,15.5,305.8
20-09-2022,5.717009068,24.54191,31.52009,80.7,37.1,23.5,286.6
21-09-2022,0,24.87486,33.08358,76.9,29.9,14.8,267.1
22-09-2022,0,25.32755,31.26988,80.2,28.8,14.8,276.6
23-09-2022,0.258594543,24.14517,33.32483,76.6,37.1,20.5,286.3
24-09-2022,0,24.52198,33.47541,71.5,29.9,18.4,304.1
25-09-2022,0,24.97433,34.32112,73.5,14.4,14.8,333.3
26-09-2022,0,25.11833,33.30039,83.5,11.5,11.2,56.7
27-09-2022,0,24.45121,33.44885,82.6,7.2,11.2,319.3
28-09-2022,3.520741701,25.21285,32.86538,85.3,37.1,18.4,19.4
29-09-2022,1.245409727,24.56211,31.37673,81.8,20.5,11.2,317
30-09-2022,0,24.27695,29.62988,89.5,21.2,11.2,291.7
01-10-2022,2.900918245,24.01693,29.39253,86.6,31.7,11.2,288.6
02-10-2022,0.27064541,23.65983,32.11113,77.8,29.5,13,289.6
03-10-2022,0,24.54194,31.96674,74.1,35.6,13,316
04-10-2022,0,24.99628,30.84338,80.5,16.9,11.2,313.7
05-10-2022,0.881410599,25.51158,31.26385,89.4,19.1,13,69.3
06-10-2022,25.62403297,24.14601,28.81639,94.7,37.1,18.4,128.5
07-10-2022,24.33392143,24.17651,30.3562,91.4,33.8,11.2,122.8
08-10-2022,1.884045959,24.77963,31.14665,84.4,19.1,14.8,77.5
09-10-2022,0,24.2795,29.48989,87.5,33.8,16.6,60.7
10-10-2022,10.63622093,24.3453,30.17881,94.6,23.8,11.2,75.3
11-10-2022,0.923551917,24.11092,31.07427,90.7,19.8,11.2,84.1
12-10-2022,6.999978065,24.64744,31.73738,87.2,10.8,11.2,94
13-10-2022,1.034378171,24.41463,31.62244,82.3,13.3,9.4,98.9
14-10-2022,18.95870209,24.49685,29.85674,90.1,17.3,9.4,244.6
15-10-2022,13.40982819,24.25413,28.30921,91.7,29.5,11.2,37.4
16-10-2022,12.40871143,24.22051,30.69245,87.8,24.5,13,75.9
17-10-2022,4.506064415,24.65737,32.45266,82.7,18,11.2,83
18-10-2022,0.295536637,24.38884,32.65106,81.6,10.4,11.2,26.8
19-10-2022,11.49591923,24.67409,32.28189,85.4,15.8,11.2,47.9
20-10-2022,1.73627758,24.12727,32.16928,82.1,23,11.2,82.2
21-10-2022,0,25.06077,32.3257,80.2,23.4,18.4,78.3
22-10-2022,0,23.2307,31.59933,73.3,19.8,14.8,8
23-10-2022,0,21.4808,32.21457,71.4,29.9,14.8,325.5
24-10-2022,0,20.16098,32.30823,66.7,24.5,14.8,305.5
25-10-2022,0,19.91448,32.59567,65.5,9.4,11.2,291.8
26-10-2022,0,20.62149,32.87136,70.1,13.7,13,60.3
27-10-2022,0,21.74391,32.2462,73.7,15.1,13,73.3
28-10-2022,0,22.20433,31.54199,75.8,12.2,13,58.2
29-10-2022,0,22.26041,31.5184,73.3,22,14.8,51.3
30-10-2022,0,20.44706,31.50093,61.1,19.4,13,13
31-10-2022,0,20.51271,30.53153,73.3,14.8,13,55.6
01-11-2022,3.51941967,22.20508,27.36214,85,18.7,9.4,50.2
02-11-2022,0.263580173,22.89345,29.18505,83,11.9,59.4,76.7
03-11-2022,0,22.51112,30.84341,84,14.8,11.2,66.7
04-11-2022,0,23.33175,32.16012,81.7,16.6,14.8,63.9
05-11-2022,0.339515597,23.09502,32.00605,83.6,15.8,11.2,77.9
06-11-2022,0,22.34466,31.94195,79,14.8,13,83.1
07-11-2022,0,21.84841,32.36569,77,13.3,11.2,81
08-11-2022,0,21.60504,32.26833,76.4,15.1,9.4,70.1
09-11-2022,0,21.24864,32.05223,74.4,21.6,13,69.8
10-11-2022,0,21.49959,31.27374,71.2,34.2,16.6,57.1
11-11-2022,0,21.70675,30.8851,68.1,36.4,18.4,56.3
12-11-2022,0,21.80919,31.20538,71.5,39.6,18.4,61.8
13-11-2022,0,22.71007,30.68139,73.4,27.7,18.4,62.4
14-11-2022,0,22.129,30.84262,74.8,20.2,14.8,83.6
15-11-2022,0,21.16818,31.0907,74.2,16.6,11.2,23.3
16-11-2022,0,19.2955,31.29109,67.5,15.8,9.4,338.2
17-11-2022,0,18.57767,31.61198,63.5,19.1,14.8,29.6
18-11-2022,0,18.77325,30.4244,67.5,19.4,13,30.1
19-11-2022,0,19.65737,30.44279,62.5,21.6,14.8,21.1
20-11-2022,0,18.25721,28.88424,61,23.8,13,4.8
21-11-2022,1.115287185,20.01488,26.09271,78.7,22.3,13,320.8
22-11-2022,0.588900864,21.53106,29.77753,79.9,37.1,18.4,32.7
23-11-2022,1.369027376,22.76333,30.86779,80.4,37.1,18.4,66.6
24-11-2022,0,23.14729,31.75006,82.1,23.8,9.4,87.7
25-11-2022,0,23.03641,31.38566,83.8,17.3,9.4,101.8
26-11-2022,6.748998165,21.86752,31.56791,80.3,19.1,9.4,69.2
27-11-2022,0,20.21631,31.07537,76.4,11.2,11.2,0.7
28-11-2022,0,19.45392,30.96341,72.2,10.4,11.2,53.5
29-11-2022,0,18.64138,30.96601,72.2,12.6,10.1,74.4
30-11-2022,0,18.67658,30.9301,74,11.2,11.2,53.3
01-12-2022,0,20.93874,31.74637,76.1,12.2,14.8,74.3
02-12-2022,0,22.15507,31.95531,78.9,23.4,23.4,74.8
03-12-2022,0,22.89848,31.72697,81.8,23.4,13,79.8
04-12-2022,0,22.886,31.64312,83.1,18.4,11.2,76.8
05-12-2022,0,21.79368,31.11764,83.7,22.7,11.2,71.5
06-12-2022,0,19.96651,30.63456,76,17.6,9.4,41.4
07-12-2022,0,18.87946,30.16356,69.8,20.9,18.4,48.7
08-12-2022,0,17.93916,29.60545,60.2,32,14.8,46.8
09-12-2022,0,19.20485,26.99858,69,49.3,17.3,43.6
10-12-2022,11.50544834,19.21389,26.43498,81.9,50.8,27.7,61.5
11-12-2022,16.0256443,21.29165,27.957,85.6,47.2,26.9,73.7
12-12-2022,1.997373939,21.84074,28.56746,82.4,28.8,22.3,75.8
13-12-2022,0.100399479,22.90285,30.4039,84,21.6,18.4,84.8
14-12-2022,2.9355793,22.40479,31.45576,78.9,26.3,11.2,94.7
15-12-2022,0,21.23347,31.62044,72.5,24.1,7.6,108.9
16-12-2022,0,20.63756,32.19384,73.1,20.5,9.4,140
17-12-2022,0,22.14565,31.47566,80.6,23,7.6,87.6
18-12-2022,0,21.7127,30.46825,80.8,24.1,14.8,77.5
19-12-2022,0,19.20759,30.5422,70.7,27,11.2,72.9
20-12-2022,0,18.64981,30.7661,73.9,26.3,14.8,65.9
21-12-2022,0,18.87134,30.10921,74.6,15.5,18.4,62.9
22-12-2022,0,19.15925,30.41657,76.6,23,13,59.3
23-12-2022,0,17.74818,30.93411,73.3,26.6,18.4,61.9
24-12-2022,0,18.48185,30.94035,74.1,30.6,23.5,62.4
25-12-2022,0,20.00688,31.01537,75.3,33.1,18.4,69.6
26-12-2022,0,22.08999,30.53995,77.1,31.3,14.8,80.7
27-12-2022,0,23.07188,32.10218,82.7,24.1,13,81.1
28-12-2022,0.308859885,22.41353,32.98175,78.3,24.5,11.9,181.3
29-12-2022,0,22.34736,32.69785,79,21.2,9.4,171.7
30-12-2022,0,22.01066,32.49254,78,18.4,9.4,149.5
31-12-2022,0,21.46162,32.19183,79.6,29.2,8.6,138.9
